stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,4.09,81.73,4.09,0,0,0,0,0,0,0,0,0,0,8.17,0,0,134.85,0,0,0,8.17,73.56,0,0,126.68,0,0,0,0,0,0,0,0,0
72hpf,9.63,0,6.42,0,1.07,0,0,0,0,0,0,0,0,0,2.14,10.7,1.07,41.72,0,0,0,10.7,10.7,0,0,165.82,0,0,2.14,4.28,0,0,0,0,0
21Day,1.34,0,4.02,0,6.69,0,2.68,0,0,0,0,0,1.34,1.34,0,1.34,0,108.42,0,0,20.08,4.02,1.34,0,0,153.93,2.68,0,6.69,9.37,1.34,6.69,0,0,0
3Month,4.16,0.64,0.96,0,0,0.32,0.32,0,0.64,0,4.16,0.32,0,1.28,0,0.64,1.6,41.59,13.76,0.32,0.32,0,0,0,0.32,0.32,0,2.56,0,0,0,0,0.64,5.44,0.96
22Month,0,0,0.55,0,0,1.64,0,0.55,2.73,1.09,16.4,1.09,0,2.73,0,0,0.55,37.17,2.73,1.09,0.55,0,0,0.55,0,0.55,0,1.64,0,3.28,0,0,0,0,0
