stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,4.09,0,0,0,0,0,0,0,0,8.17,36.78,85.81,0,0,0,0,32.69,138.94,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,41.72,4.28,0,16.05,24.61,24.61,0,1.07,1.07,0,0,0,0,10.7,38.51,4.28,50.28,0,3.21,6.42,0,3626.59,86.65,2.14,9.63,44.93,2.14,1.07,18.19,0,1.07,6.42,0,0
21Day,17.4,1.34,2.68,25.43,28.11,22.76,0,2.68,0,1.34,0,5.35,10.71,1.34,16.06,6.69,42.83,0,1.34,9.37,0,1007.92,41.49,2.68,16.06,12.05,37.48,0,8.03,5.35,16.06,0,0,6.69
3Month,0.32,0.64,0,2.24,2.24,0,0.32,0,1.28,4.8,1.6,0,0.32,0.32,1.6,0.32,2.56,0.32,0,0.32,0.32,1.92,0.32,0.96,0.32,0,0.64,19.84,0.32,0,0,0,1.6,0.32
22Month,0,1.64,1.09,5.47,1.09,0,0.55,0.55,2.19,34.44,1.09,0,4.37,0,0,1.64,6.56,0,1.64,0.55,0,6.56,0.55,0.55,1.64,0,0.55,14.76,2.19,0,0,0,0,0
