stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,0,0,98.07,0,0,0,0,4.09,0,0,0,0,0,0,4.09,4.09,0,196.15,0,0,0,0,49.04,1340.34,0,0,8.17,0,0,0,0,0,0,0
72hpf,20.33,4.28,0,7.49,1.07,4.28,0,0,0,0,0,0,0,2.14,0,16.05,70.61,2.14,26.74,0,1.07,0,0,266.38,83.44,3.21,17.12,20.33,3.21,0,12.84,0,0,0,0
21Day,4.02,1.34,0,8.03,0,2.68,0,2.68,0,0,0,0,0,0,0,1.34,8.03,4.02,60.23,0,0,1.34,0,33.46,33.46,0,10.71,9.37,4.02,0,6.69,0,1.34,0,5.35
3Month,0.32,6.72,0.32,8,0.32,0,0.32,0,8.96,1.92,0,6.72,1.92,0.64,1.28,0.32,1.6,3.52,14.4,0.64,0,2.24,0.96,0.32,0,2.24,1.6,4.48,0,1.28,0,0.64,77.11,0.96,0.64
22Month,1.64,2.19,0,6.01,0.55,0,0,0,1.09,3.83,1.09,6.56,0,1.64,0.55,0,0.55,8.2,2.73,0,0,0,0,0,0,0,0,2.73,0.55,7.11,0.55,0,2.19,0,0
