stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,6.42,1.07,2.14,0,0,0,0,0,0,0,0,1.07,77.02,5.35,0,6.42,0,0,0,1.07,25.67,9.63,0,2.14,3.21,0,0,3.21,0,0,0,0,0,0
21Day,2.68,0,5.35,17.4,0,0,0,0,0,0,0,1.34,0,0,28.11,0,0,0,12.05,0,0,0,0,10.71,2.68,0,1.34,6.69,0,0,0,1.34,1.34,0,0,0,1.34
3Month,0.64,1.28,11.52,36.79,0,0,1.6,0.64,65.27,2.88,0,14.08,4.48,0,344.91,1.28,3.84,1.92,7.36,2.24,0,0.32,0.32,0.64,0.32,4.16,0.96,0.64,2.88,3.52,0.32,0,0,0.32,3.52,1.92,3.2
22Month,0.55,2.19,39.36,37.17,0,0,0,0,62.87,5.47,1.64,32.25,2.73,2.19,448.26,0,0.55,4.92,8.75,1.09,3.28,1.09,0,0,0.55,4.92,1.09,0,0,0,0.55,0,0,0,0,0,0
