stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,4.09,0,49.04,4.09,0,0,0,0,16.35,40.86,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,0,1.07,0,0,0,0,0,0,0,0,0,1.07,3.21,5.35,1.07,0,0,0,0,4.28,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,5.35,0,1.34,9.37,2.68,0,0,0,0,0,0,0,0,1.34,0,2.68,9.37,2.68,0,0,0,0,2.68,4.02,0,0,2.68,1.34,0,0,0,1.34,0,0,1.34
3Month,0,0.32,3.52,9.6,0,0.32,0.64,1.28,5.76,0,25.92,4.48,0.32,9.92,0.96,0.64,28.48,2.56,0.96,0,0.96,1.92,0,0,0.32,0.32,0,1.28,3.84,0,0,0,0.32,0.32,2.56
22Month,0,1.09,1.09,3.28,0,0,0,0.55,22.41,2.73,44.28,0.55,0,4.92,0.55,0.55,28.43,5.47,0,0.55,1.09,0,0.55,0,1.09,1.64,0,0.55,1.09,0.55,0.55,0,0,0,3.83
