stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,4.09,0,0,0,4.09,0,0,0,0,0,0,4.09,4.09,0,0,4.09,151.2,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,1.07,5.35,0,0,0,0,0,0,0,0,2.14,0,10.7,0,0,80.23,59.91,0,1.07,2.14,0,0,4.28,2.14,0,0
21Day,1.34,0,5.35,14.72,1.34,0,0,0,0,2.68,0,1.34,0,0,6.69,0,1.34,24.09,14.72,0,0,0,2.68,0,0,1.34,0,0
3Month,0,0,3.2,0,0,0,0,4.8,0.64,0,1.6,0,0.96,0,1.28,0,0,0.96,0,0.32,0,0,0.32,0.96,0,0,0.32,0.64
22Month,0,0.55,0.55,0,0,0.55,0,6.01,0.55,0,1.09,0,0,0,0,1.09,0,0,0,0.55,0.55,0,0,1.64,0.55,0,0,0
