stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,1.07,0,0,3.21,2.14,0,0,9.63,0,0,0,0,1.07,0,0,0
21Day,1.34,2.68,0,2.68,1.34,0,0,0,0,0,0,2.68,0,5.35,0,0,8.03,2.68,4.02,0,0,5.35,0,0,4.02,0,0,1.34,1.34,0,0,0,0,0,0,1.34
3Month,0,8,1.92,21.12,0.32,0,1.28,0.32,4.16,1.6,0,335.63,3.52,1.92,4.48,2.88,7.36,4.48,13.12,3.52,0,3.2,2.24,0.32,0.32,0.96,0.96,1.28,2.24,28.48,0,0,0,3.84,13.44,19.2
22Month,0.55,18.04,1.64,19.68,0,0,0.55,1.64,3.28,1.64,15.31,483.24,0.55,2.19,3.83,0,1.64,0.55,17.49,0.55,8.75,2.19,0,0,0,0,1.64,0.55,0.55,4.37,1.09,0.55,0,0.55,0,4.92
