stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,12.84,0,0,0,0,0,0,0,0,0,0,1.07,0,2.14,0,1.07,0,0,13.91,6.42,0,0,0,4.28,0,0,1.07,0,0,0
21Day,2.68,0,0,8.03,0,6.69,0,0,1.34,0,20.08,0,0,1.34,4.02,0,13.39,0,0,0,0,6.69,1.34,0,0,0,1.34,0,0,0,0,0,0
3Month,0,0.96,1.28,4.48,0.32,0,0.32,0.64,0.96,0,220.45,1.28,3.52,0.96,2.24,1.28,7.04,0.96,0.32,1.28,0.64,0.32,0,0.32,0,0,0.32,3.52,2.88,0.96,0.64,0.32,1.92
22Month,0,0,0,2.19,0,0,1.64,1.09,0.55,0.55,127.92,0.55,0.55,0,0.55,0,4.37,0,1.09,1.09,0,0,0,1.09,0.55,1.09,0,0,1.09,0.55,0,0,0
