stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.56,69.47,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,36.37,2.14,0,20.33,3.21,26.74,1.07,0,1.07,0,0,0,1.07,0,5.35,33.16,4.28,34.23,0,2.14,3.21,0,3886.55,257.82,11.77,14.98,0,44.93,0,0,22.47,1.07,3.21,1.07,0,0
21Day,8.03,0,0,25.43,1.34,14.72,2.68,0,1.34,0,1.34,0,4.02,0,0,12.05,5.35,17.4,0,0,4.02,1.34,781.7,50.86,10.71,9.37,0,2.68,20.08,0,0,1.34,9.37,1.34,0,0
3Month,0,0.64,0.32,8,0.32,0,0,1.28,0.96,0,12.16,1.92,0.32,2.56,0,2.88,1.92,2.56,0.64,0,0,0.32,15.04,0.64,20.48,1.28,0,0,0.96,5.76,0.64,0.32,0,0.64,2.24,2.24
22Month,0.55,2.19,0.55,4.92,0,0,0,0,5.47,2.73,101.68,3.28,0.55,10.39,0.55,1.09,2.19,6.01,0.55,4.37,0,0.55,13.12,1.09,35.53,1.64,2.73,0,0.55,13.12,3.28,0,0,0,0,2.19
