stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,57.21,0,20.43,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,89.9,0,0,0,0,4.09,16.35,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,5.35,50.28,0,25.67,1.07,3.21,0,1.07,0,0,0,0,0,0,0,0,1.07,8.56,0,98.42,0,1.07,2.14,0,26.74,11.77,0,0,225.73,0,0,2.14,0,0,0,0,0
21Day,4.02,16.06,0,21.42,1.34,6.69,0,1.34,0,0,0,0,1.34,0,1.34,1.34,0,2.68,0,113.78,0,0,4.02,0,10.71,0,1.34,2.68,155.27,4.02,0,4.02,0,2.68,0,0,2.68
3Month,0,28.8,0.64,24.64,0.32,0,0.32,1.28,0.96,3.52,0,0,25.92,2.24,2.24,5.76,0.64,19.84,4.48,52.79,6.4,0,3.2,1.28,0.32,0,1.28,1.6,1.6,1.92,18.24,0,0.64,0,1.6,11.2,3.84
22Month,0.55,73.25,2.19,14.21,0.55,0,1.09,2.19,1.09,6.56,12.57,0,90.74,5.47,3.83,7.65,0,3.83,9.84,65.6,0,1.09,2.19,0,1.09,0,4.37,2.73,1.64,1.09,9.29,1.64,0,0,0.55,0,1.64
