stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,8.17,0,0,0,4.09,12.26,314.65,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,10.7,1.07,0,4.28,5.35,5.35,0,1.07,0,0,0,0,0,0,0,0,3.21,20.33,1.07,27.81,0,0,0,0,85.58,294.19,0,110.19,0,12.84,1.07,0,574.48,1.07,1.07,21.4,0,0,0
21Day,16.06,2.68,0,32.12,6.69,17.4,0,1.34,0,0,0,4.02,4.02,0,1.34,4.02,45.51,5.35,4.02,128.5,0,0,8.03,2.68,24.09,190.07,0,61.57,0,25.43,16.06,0,487.23,4.02,6.69,20.08,0,0,2.68
3Month,0.96,99.5,1.92,54.07,2.24,0,0.32,0.32,2.88,3.52,12.48,27.2,44.47,8.96,1.6,13.76,21.76,10.88,6.72,486.64,9.28,0.96,13.44,3.52,3.52,17.6,1.6,33.59,0,0.32,2.88,16.96,9.92,0,0,70.07,10.24,4.48,5.12
22Month,0.55,26.79,2.19,100.58,2.19,0,2.73,0,0,0.55,6.56,2229.26,82.54,5.47,1.09,21.87,10.39,4.92,15.31,147.6,0,2.73,9.29,2.19,1.64,49.75,1.64,5.47,1.64,2.19,1.64,22.41,27.33,4.37,0,68.88,1.64,0,4.92
