stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,57.21,8.17,4.09,0,0,0,0,0,0,0,0,0,85.81,4.09,4.09,20.43,0,0,0,32.69,20.43,388.21,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,20.33,24.61,1.07,0,0,0,0,0,1.07,0,0,0,3.21,10.7,0,6.42,0,0,0,3.21,10.7,59.91,0,1.07,1.07,0,0,5.35,48.14,6.42,0,0,0
21Day,1.34,0,0,10.71,18.74,1.34,0,2.68,0,0,0,0,0,1.34,0,4.02,5.35,1.34,10.71,0,0,0,0,1.34,13.39,0,0,2.68,0,0,4.02,9.37,8.03,0,0,0
3Month,0,1.92,0.64,96.94,3.2,0,1.28,0,4.8,1.92,0,20.16,4.16,0,7.68,16.96,5.44,2.56,10.88,1.28,0.64,1.28,2.88,1.28,0.96,0.64,2.88,1.6,2.56,0.32,114.86,0.96,1.28,3.2,937.77,6.08
22Month,0,1.09,0,60.68,1.64,0,0,0.55,1.09,1.64,1.09,27.33,1.09,0,3.28,1.64,0.55,1.64,17.49,0,1.64,0,0.55,0,0,0,0,0,0.55,0,28.43,0.55,0,0.55,2.73,1.09
