stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,246.05,10.7,0,2.14,0,0,1.07,0,0,0,0,0,0,0,1.07,8.56,0,4.28,0,0,1.07,0,47.07,14.98,0,1.07,2.14,0,0,0,0,0,0,0,0,0
21Day,82.99,2.68,1.34,2.68,2.68,0,0,0,0,0,0,0,0,1.34,0,1.34,1.34,6.69,0,0,0,0,22.76,2.68,0,0,2.68,2.68,0,5.35,0,2.68,0,0,0,0
3Month,7.68,3.52,1.6,12.8,0,0.32,1.28,2.24,1.28,0,21.12,2.24,0.64,5.12,1.28,5.12,2.88,8.32,0.96,0,0.64,1.28,4.8,0,1.92,0.96,0.32,1.6,6.72,0.96,0,0,0,1.6,1.92,0.96
22Month,22.41,10.93,1.09,10.93,0,1.09,1.09,2.73,3.83,0.55,57.4,1.09,1.09,8.75,0.55,3.28,5.47,7.65,0.55,1.64,1.09,0,5.47,0.55,1.09,2.73,0,0,4.37,4.37,2.19,0,0,0,0,1.64
