stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,4.09,0,24.52,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,388.21,0,0,0,0,8.17,110.33,0,0,0,24.52,0,0,0,0,0,0,0,0,0
72hpf,14.98,5.35,0,8.56,12.84,8.56,0,0,0,0,0,0,0,2.14,0,2.14,20.33,1.07,510.29,0,0,7.49,0,65.26,59.91,0,9.63,0,565.92,0,0,46,0,0,4.28,0,0,0
21Day,48.19,10.71,0,28.11,5.35,25.43,0,0,0,1.34,0,4.02,1.34,4.02,2.68,1.34,16.06,0,556.83,0,0,26.77,0,21.42,24.09,0,30.79,0,579.58,16.06,2.68,22.76,1.34,5.35,0,1.34,0,2.68
3Month,2.56,20.8,1.28,26.24,0.96,0,0.32,0.32,2.24,5.44,0,12.16,5.44,0.64,6.72,2.56,11.84,4.48,311.31,38.07,0,12.8,0.96,1.28,2.56,1.92,60.79,0,20.48,0.96,2.88,2.24,0,0,3.2,19.2,2.56,1.6
22Month,0,31.71,1.09,18.04,1.09,0,4.92,0,1.09,3.28,1.09,21.87,2.73,0,3.83,0,1.64,3.83,265.67,8.2,0.55,6.56,0,0.55,0.55,3.28,1.64,0.55,13.67,1.09,0.55,4.37,0,0,0,3.28,0,1.09
