stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,20.43,0,122.59,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,36.78,69.47,44.95,290.13,0,0,0,0,110.33,1900.18,0,0,32.69,0,0,0,4.09,0,0,4.09,0,0,0
72hpf,81.3,22.47,0,124.1,36.37,27.81,0,4.28,0,0,2.14,1.07,0,2.14,0,4.28,0,35.3,234.28,18.19,356.24,0,6.42,5.35,1.07,2501.17,1037.7,2.14,12.84,268.52,0,0,0,127.31,16.05,9.63,25.67,0,0,1.07
21Day,62.91,6.69,1.34,232.9,14.72,99.05,0,54.88,0,4.02,6.69,4.02,0,4.02,6.69,104.41,10.71,20.08,149.92,33.46,271.72,0,0,21.42,2.68,508.64,306.52,0,18.74,95.04,45.51,0,0,34.8,8.03,24.09,8.03,0,0,77.63
3Month,2.88,27.2,5.44,334.67,4.16,0,5.12,8.96,2.56,32.63,83.83,1.28,0,213.73,141.1,23.68,123.18,32.31,92.15,78.07,102.7,21.76,0.64,24,33.59,17.28,4.16,16,8.96,5.12,7.04,0.32,11.2,3.52,0.96,0,2.24,39.99,10.24,233.24
22Month,1.09,33.89,5.47,155.25,1.09,0,3.83,7.11,0,17.49,165.64,33.89,0,330.73,100.04,32.8,118.08,11.48,30.61,113.7,78.72,3.83,8.2,12.03,0.55,18.04,2.73,17.49,19.68,1.64,2.19,0,1.09,14.76,6.01,0,0.55,4.37,0,129.56
