stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,77.64,8.17,0,0,0,0,4.09,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,4.28,0,0,0,0,0,4.28,0,0,0,0,0,3.21,34.23,23.54,4.28,0,1.07,1.07,0,1.07,0,1.07,0,8.56,1.07,0,0,0,0,0,0,0,1.07
21Day,4.02,0,0,32.12,2.68,5.35,0,1.34,0,8.03,0,1.34,0,42.83,1.34,0,36.14,66.93,5.35,0,0,0,0,1.34,1.34,0,0,5.35,4.02,0,0,2.68,1.34,1.34,0,0,74.96
3Month,0.32,0.64,0.32,9.28,0,0,0.64,0.64,0.64,8.64,0,4.16,6.4,0.32,1.92,0.96,2.24,74.87,9.6,1.6,0,0.64,0.64,0.64,0,0,0,0,1.28,0.32,2.24,0,0,0,2.24,0.32,96.62
22Month,0,2.19,0.55,14.21,0,0,1.64,0,1.64,163.45,1.64,45.37,14.76,4.37,4.92,0,1.09,207.73,52.48,0,2.19,2.19,0,1.09,0,0.55,1.09,0,1.64,0,2.19,2.19,0.55,0,0.55,0,49.2
