stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0,0,0,1.07,0,0,1.07,0,0,0,0,0
21Day,1.34,0,0,1.34,0,0,0,0,0,0,0,1.34,0,1.34,0,2.68,0,0,2.68,0,0,0,0,0,1.34,0,0,0,0,0
3Month,0,0.32,3.84,18.24,0.64,0.32,21.76,4.48,0,17.28,1.92,0.32,39.99,1.92,2.24,12.8,4.48,0,26.56,5.76,1.28,0,1.6,0,0.32,1.28,2.56,0.64,10.56,7.04
22Month,0.55,0.55,1.64,10.93,0.55,0.55,6.56,3.83,1.09,28.97,0.55,0,15.31,0.55,2.19,3.28,2.19,0.55,8.75,0,0,0,0.55,2.19,0,0,0,0.55,0,3.28
