stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,73.82,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,2.14,2.14,1.07,54.56,0,0,2.14,0,249.26,7.49,0,0,56.7,0,0,0,0,0,0,0
21Day,0,10.71,0,5.35,0,9.37,0,0,0,1.34,0,0,0,0,0,0,2.68,0,271.72,0,1.34,45.51,0,44.17,4.02,1.34,0,12.05,1.34,0,0,0,18.74,0,5.35
3Month,0.64,6.72,0,12.8,0.32,0,0.32,0,1.6,6.4,0.32,13.44,2.88,0,4.8,1.92,20.48,2.24,170.21,16,0,6.08,0.96,2.24,0.32,1.6,0,0.96,1.6,5.12,0.32,0.64,184.93,0.96,1.28
22Month,1.09,9.29,0.55,14.21,0,0,1.09,0.55,0,3.83,1.64,44.28,0.55,0.55,3.83,0,10.93,2.19,166.18,3.83,0,1.09,0,0.55,0,2.73,0.55,0,0,2.73,0.55,0,9.29,0,1.64
