stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,2.14,731.74,6.42,0,0,0,0,0,0,0,0,0,0,143.35,1.07,4.28,0,1.07,0,0,18.19,8.56,0,0,6.42,0,0,0,0,1.07,0,0,0
21Day,1.34,0,0,10.71,563.52,4.02,0,0,0,4.02,0,2.68,0,1.34,1.34,0,116.45,2.68,5.35,0,6.69,1.34,0,5.35,5.35,0,0,2.68,8.03,0,1.34,1.34,0,0,0,0
3Month,0,0.96,0.32,8.96,258.2,0,0.32,0.32,1.92,1.6,0,18.24,3.84,0,2.56,0.96,13.76,1.6,2.24,0,0,1.28,0,3.2,0,0.96,0.32,0.32,1.92,31.04,0,0,0,0.96,1.92,1.28
22Month,0.55,0.55,1.09,2.19,95.12,0,0.55,0,1.64,4.92,0.55,56.31,1.09,0.55,3.28,0,14.21,3.83,3.28,1.09,1.09,0,0.55,0,0,1.64,0.55,0,1.09,34.44,0.55,0,0,0,0,1.09
