stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,65.38,32.69,0,232.93,12.26,4.09,0,0,0,16.35,8.17,0,0,4.09,0,81.73,183.89,478.11,318.74,0,0,0,0,179.8,2619.39,0,0,0,44.95,0,0,0,0,0,16.35,0,0,0
72hpf,32.09,9.63,0,64.19,14.98,14.98,0,2.14,0,5.35,0,0,0,16.05,0,60.98,101.63,42.79,127.31,0,8.56,2.14,2.14,401.17,335.91,3.21,2.14,0,58.84,6.42,2.14,21.4,1.07,1.07,7.49,0,0,0
21Day,16.06,8.03,2.68,214.17,4.02,32.12,0,14.72,0,9.37,0,4.02,0,93.7,4.02,32.12,32.12,68.27,61.57,0,0,13.39,0,113.78,92.36,2.68,6.69,0,18.74,6.69,24.09,17.4,1.34,2.68,2.68,0,0,62.91
3Month,3.2,1.6,0.96,54.39,0.96,0,1.6,0.96,4.8,15.36,0,19.52,8.96,3.2,16,10.24,9.92,32.31,12.16,0.32,0,7.04,4.48,3.2,0.64,7.04,2.24,0,0.96,5.12,1007.2,0,0,0,0,6.72,146.22,77.43
22Month,1.09,2.73,2.19,9.84,0,0,0,0,0,12.57,0,13.67,0.55,3.28,4.37,0,0.55,17.49,4.92,0.55,0,0,0.55,0.55,0,2.73,0.55,3.28,0.55,0,237.79,1.64,0,0,0,0.55,0.55,8.75
