stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,8.17,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,4.09,8.17,4.09,0,0,0,0,8.17,36.78,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,2.14,1.07,2.14,0,0,0,0,0,0,1.07,0,0,0,5.35,8.56,0,6.42,0,0,3.21,0,20.33,6.42,0,0,0,5.35,1.07,0,4.28,0,1.07,0,0,0
21Day,5.35,0,1.34,16.06,0,2.68,0,5.35,0,0,0,0,1.34,1.34,2.68,0,0,8.03,1.34,14.72,0,0,1.34,0,4.02,2.68,1.34,0,0,9.37,2.68,0,2.68,1.34,1.34,0,0,0
3Month,0.64,1.92,0,38.39,0.32,0,0.32,0.32,16.64,5.76,0,0,77.75,6.08,0.64,18.88,3.84,7.68,8.32,8.96,1.6,0,1.6,1.6,0.96,0.32,1.92,0.96,0,0,2.24,11.2,0.32,0,0,1.28,10.56,4.48
22Month,0,3.28,0,11.48,0,0,0.55,0,7.11,19.68,6.01,0,170.01,3.28,2.73,22.41,2.73,3.83,6.01,8.2,0,2.19,3.83,0,0.55,0.55,1.64,0.55,0.55,0,0.55,2.19,2.19,1.09,0.55,0,0,2.19
