stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,4.09,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,2.14,0,0,0,0,0,0,0,0,0,1.07,11.77,2.14,1.07,0,0,0,0,18.19,2.14,1.07,1.07,2.14,0,0,0,0,0,0,0,0
21Day,0,0,0,18.74,2.68,4.02,0,1.34,0,0,0,4.02,1.34,12.05,0,8.03,13.39,9.37,6.69,0,0,1.34,0,8.03,2.68,0,0,1.34,1.34,0,1.34,1.34,5.35,0,0,12.05
3Month,0.64,1.6,0.64,26.24,0,0,0,0,4.8,6.72,0,25.6,7.36,1.6,7.68,4.16,4.48,12.48,3.2,0.64,0,4.16,1.92,0.32,0,1.6,0,0.32,1.28,2.56,0,0,0,0.32,0.64,14.72
22Month,0,1.09,2.73,9.84,0,0,0.55,1.09,0.55,7.11,3.83,45.37,5.47,2.19,4.37,0,0.55,13.12,4.92,0,0.55,4.37,0,0,0,2.73,0,0,0,1.64,1.09,0,0,0,0,4.37
