stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,0,151.2,8.17,0,0,0,0,4.09,49.04,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,24.61,0,0,0,0,0,10.7,2.14,1.07,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,1.34,0,0,1.34,26.77,2.68,0,0,0,0,1.34,1.34,0,0,1.34,0,0,0,1.34,0,0,0,0
3Month,0,3.52,1.28,7.04,0,0,0.32,0.32,2.24,21.44,0.64,0,33.91,83.19,0.64,5.76,0.96,4.48,150.38,10.24,4.8,0.64,0.96,0.96,0.32,0,1.6,0.32,0.96,1.92,0.64,2.56,0,0,0.96,0.96,8.96
22Month,1.09,3.83,0,8.75,0,1.09,0,0,0.55,48.11,1.09,0,63.41,27.33,0.55,1.64,0.55,2.19,127.37,16.4,1.09,6.56,1.64,0,0.55,0,0.55,0,0,3.28,0,1.09,2.73,0.55,0,0,8.2
