stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,53.12,0,0,0,8.17,0,0,0,0,4.09,0,0,0
72hpf,2.14,1.07,0,3.21,2.14,0,0,2.14,0,0,0,0,0,1.07,0,0,0,27.81,6.42,2.14,7.49,0,7.49,0,1.07,29.95,36.37,0,0,0,5.35,0,0,4.28,0,3.21,0,0,0
21Day,17.4,0,17.4,22.76,0,8.03,0,1.34,0,0,0,0,0,45.51,0,1.34,46.85,0,16.06,1.34,18.74,0,2.68,2.68,0,24.09,18.74,0,0,0,16.06,8.03,8.03,6.69,1.34,10.71,0,0,1.34
3Month,1.28,4.8,31.67,79.67,1.28,0,5.44,0.96,0,29.12,15.04,0.64,0,1814.11,22.72,1.28,607.26,20.48,22.4,14.08,60.79,25.28,1.6,9.6,61.11,4.48,0.32,12.16,5.76,0,1.92,28.8,179.81,4.48,0.32,0.64,10.88,61.11,11.52
22Month,0.55,9.29,37.72,36.08,0,0,7.11,1.64,0.55,26.79,10.39,8.2,0,2408.01,3.83,1.64,911.27,2.73,7.65,11.48,72.71,3.83,37.72,6.56,2.19,4.92,0.55,10.93,6.01,9.84,1.09,9.84,45.92,7.11,1.09,0.55,1.64,0,8.2
