stage,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Neural_progenitor_cell,Osteoblast,T_cell
24hpf,4.09,0,0,0,0,0,0,4.09,4.09,0,4.09,0,0
72hpf,1.07,0,0,0,0,0,0,0,1.07,0,0,0,0
21Day,1.34,1.34,0,0,0,0,0,0,0,1.34,0,1.34,0
3Month,0,0,0,0.32,0,0.32,0,0,0,0,0,0,0.32
22Month,1.09,0,1.64,0,1.64,0,9.84,0,0,0,0,0,0
