stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,151.2,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,8.17,40.86,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,77.02,0,0,6.42,1.07,0,0,0,0,0,0,0,0,0,0,4.28,1.07,22.47,0,0,0,0,44.93,22.47,0,25.67,0,7.49,0,0,9.63,0,0,1.07,0,0,0
21Day,58.9,0,16.06,4.02,6.69,0,1.34,0,0,0,2.68,0,2.68,2.68,0,9.37,6.69,16.06,0,0,0,0,78.97,24.09,1.34,156.61,0,17.4,1.34,4.02,24.09,0,4.02,2.68,0,0,1.34
3Month,5.44,1.92,38.39,2.24,0,0.64,0,0.96,1.6,0,9.6,4.16,0.64,3.84,1.6,7.04,4.16,9.28,0.32,0.32,1.6,1.92,3.2,2.56,10.88,510.96,0,0.96,0.64,123.82,14.08,0,0,0.96,0.96,15.36,3.52
22Month,2.73,2.73,12.57,2.19,0,0.55,0,1.09,3.83,2.19,27.33,2.19,0.55,6.56,0,6.01,39.36,9.84,0.55,1.64,1.09,0.55,13.12,0.55,21.87,1522.98,1.09,1.64,1.64,29.52,67.24,2.73,0,3.28,1.64,0,3.83
