stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,4.09,0,0,0,0,0,0,16.35,0,0,0,0,8.17,12.26,0,0,0,0,0,0,4.09,49.04,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,5.35,2.14,1.07,0,0,0,0,0,0,0,0,0,4.28,9.63,0,3.21,0,0,0,0,16.05,4.28,0,0,0,1.07,0,0,0,0,1.07,0,0,0
21Day,0,0,0,4.02,1.34,0,0,0,0,0,0,0,0,1.34,0,0,4.02,0,5.35,0,0,1.34,0,8.03,1.34,0,0,0,2.68,2.68,4.02,1.34,1.34,0,0,0,0
3Month,0,7.04,0.64,8.96,1.28,0,0,2.88,3.2,0,0,71.99,2.88,0,10.24,24,2.88,4.48,4.8,1.92,0.64,0.96,0.96,0.32,0,1.28,0.64,0,0.32,2.24,114.22,0.64,0,0,0.32,14.4,2.88
22Month,0.55,8.2,9.29,11.48,0,0,0.55,2.19,4.92,5.47,0,101.68,0.55,0.55,45.37,6.01,0,3.83,7.65,0,3.28,0.55,0,1.09,0,4.92,0,42.09,0.55,0.55,89.65,3.28,0,0,0,0,2.19
