stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,12.26,0,0,0,0,16.35,32.69,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,1.07,0,2.14,0,0,0,0,0,0,0,0,0,0,12.84,9.63,1.07,6.42,0,0,0,3.21,113.4,16.05,0,0,2.14,0,0,5.35,0,0,0,0,0
21Day,2.68,2.68,0,12.05,0,6.69,0,0,0,0,1.34,0,0,0,29.45,1.34,1.34,2.68,4.02,16.06,0,0,0,0,30.79,10.71,0,0,0,2.68,0,0,4.02,4.02,0,0,108.42
3Month,0.64,0.96,1.92,13.76,0.32,0,1.6,0.32,0.32,1.92,3.52,0,10.56,5.12,6.08,8,4.48,3.52,9.92,8.32,1.28,0,1.28,1.92,1.28,0.64,2.88,0.64,0,4.16,8,0.32,0,0,3.84,3.84,407.62
22Month,0,6.56,0.55,10.39,0.55,0,0.55,0,0,0,4.92,1.09,15.31,2.19,2.73,6.56,1.09,1.09,15.31,7.11,0.55,0.55,1.09,0,0.55,0.55,3.83,1.09,0,1.64,0.55,1.64,0,0,0,0,164
