stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,12.26,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,16.35,0,0,0,0,4.09,28.6,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,5.35,4.28,0,5.35,2.14,1.07,0,0,0,0,0,0,0,1.07,0,1.07,7.49,0,24.61,0,0,1.07,0,4.28,5.35,0,0,29.95,0,0,1.07,0,6.42,0,0,0
21Day,8.03,2.68,0,24.09,2.68,0,0,0,0,0,0,0,0,0,0,0,5.35,0,62.91,1.34,0,12.05,0,4.02,2.68,0,0,21.42,0,0,4.02,0,1.34,2.68,0,0
3Month,0.32,3.2,0.32,3.84,0,0,0.32,0.96,0.96,0,0,4.48,0.64,0,1.92,0,11.2,0.32,17.92,4.16,0,1.6,0.64,0.32,0,0.96,0.32,2.88,0.64,2.88,0.96,0.32,0,2.88,0.64,2.24
22Month,0.55,1.64,0,1.64,0,0,0,0.55,2.19,0.55,0,22.41,1.64,0,2.19,0,2.19,1.09,7.65,0,1.09,3.83,0,0,0,1.64,0,0.55,0,0.55,2.19,0,0,0,0,0
