stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,87,1.34,0,0,0,0,0,0,0,4.02,0,4.02,6.69,2.68,4.02,0,0,2.68,0,5.35,1.34,0,0,0,0,0,0,1.34,0,1.34,0,0,0,0
3Month,0.64,2.24,3.52,152.62,0,7.04,0,24.64,2.24,0.32,1006.56,5.44,0.32,314.19,10.88,12.8,14.72,6.4,0.96,3.2,4.16,2.56,0.96,0.96,0.96,0.96,0,11.52,0.32,14.08,0,0,0,0.32,2.88,5.12,4.48
22Month,0.55,1.09,1.64,63.41,0,5.47,1.09,13.12,6.56,2.19,1026.62,1.09,0,62.32,3.83,1.09,13.12,2.19,0,83.64,0.55,0.55,0.55,0,0.55,1.09,0.55,0,0,8.75,0.55,1.64,0,0,0,0,3.83
