stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Spermatocyte,T_cell
24hpf,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,8.17,0,0,0,0,0,0,0,0,0
72hpf,6.42,0,2.14,1.07,0,0,0,0,0,0,0,0,0,0,1.07,6.42,0,0,193.63,25.67,1.07,1.07,9.63,0,0,10.7,0,0,0
21Day,1.34,0,5.35,0,0,0,0,0,0,0,0,0,0,1.34,0,13.39,0,0,111.1,5.35,0,6.69,0,2.68,0,4.02,0,0,0
3Month,0,0.64,4.48,0,0.64,0,0.32,0,3.52,0.64,0,1.6,0.32,0.64,0.64,0.96,0,0,1.92,0,0.32,0.32,0,0,0.96,0,0,1.6,0.32
22Month,0,0.55,1.64,0,0,0.55,2.19,1.64,22.41,0.55,0.55,2.19,0,0.55,1.09,2.19,1.09,0.55,0.55,0,2.19,0,0,0,0.55,0,0.55,0,0
