stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,32.69,0,0,0,0,0,0,0,8.17,0,0,0,0,0,24.52,0,4.09,0,0,0,0,4.09,98.07,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,3.21,3.21,0,3.21,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,13.91,1.07,6.42,0,0,0,0,562.71,26.74,2.14,0,7.49,0,0,7.49,3.21,0,0,0,0
21Day,6.69,0,0,10.71,0,5.35,0,0,0,4.02,0,0,0,0,4.02,0,0,5.35,5.35,33.46,0,1.34,1.34,0,240.94,20.08,0,1.34,16.06,6.69,1.34,5.35,4.02,1.34,0,0,1.34
3Month,0.32,1.28,0,9.6,0,0,0.32,0,0.96,0.64,0,0,16,2.56,0.32,5.12,0.64,3.84,1.6,3.84,0.32,0.32,1.28,0.64,1.6,0,0.96,0,0.32,0.96,18.24,0.32,0,0,0.96,1.92,2.24
22Month,2.73,4.37,0.55,7.11,0,0,0,1.09,1.64,13.12,2.73,0,69.43,2.19,3.83,10.93,0.55,0.55,13.67,9.29,1.09,1.09,2.19,0.55,0.55,0,1.64,2.19,0.55,0,7.11,0.55,0,0,1.09,0,2.19
