stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,16.35,53.12,0,0,0,0,12.26,155.28,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,5.35,0,1.07,0,0,0,0,0,0,0,0,1.07,0,2.14,9.63,4.28,9.63,0,0,0,1.07,11.77,24.61,0,0,4.28,0,0,0,5.35,0,3.21,0,0,0
21Day,1.34,2.68,0,22.76,1.34,10.71,0,4.02,0,2.68,0,0,0,0,10.71,0,0,9.37,9.37,24.09,0,0,8.03,0,10.71,12.05,1.34,0,6.69,0,0,0,2.68,0,1.34,0,0,9.37
3Month,0,3.2,0.32,25.28,0,0,0.64,0.32,2.24,10.88,0.32,0,4.8,20.8,2.24,2.56,1.28,10.88,19.2,13.12,1.28,0,1.6,0,0.64,0.64,0,0.96,0.64,0.64,0.32,10.56,0.32,0,0,11.2,3.2,24.32
22Month,0,2.19,0,11.48,0,0,0,0,0,31.71,2.19,0,10.93,16.95,6.01,1.09,0,0.55,21.87,6.56,0,1.09,2.19,0,1.64,0,0,1.09,0.55,0,0,0.55,1.09,0.55,0,1.64,0,13.67
