stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,44.95,32.69,0,24.52,4.09,0,0,0,0,0,0,0,0,0,0,0,28.6,122.59,0,0,0,0,61.3,964.39,0,0,0,12.26,0,0,0,0,0,0,0,0,0
72hpf,53.49,9.63,0,29.95,7.49,11.77,0,0,1.07,0,0,0,0,0,8.56,35.3,7.49,80.23,0,6.42,0,1.07,1841.11,373.36,1.07,4.28,0,72.75,0,0,49.21,2.14,1.07,3.21,0,0,0
21Day,53.54,5.35,0,25.43,2.68,16.06,0,2.68,1.34,0,2.68,0,2.68,1.34,2.68,14.72,29.45,66.93,0,0,6.69,0,463.13,93.7,0,0,0,22.76,20.08,2.68,18.74,2.68,2.68,4.02,0,0,2.68
3Month,0,0,0,3.84,0,0,0.64,0,1.28,0,2.88,1.92,0,1.6,0,0.64,5.12,0.64,0.96,0,0.32,0,1.28,0,0.64,0.32,0,0,0.32,7.36,0.32,0,0,0,0.32,0.64,0.64
22Month,0,1.64,1.09,4.37,0,0,0,0,0.55,1.64,16.95,0,1.09,1.09,0,0.55,5.47,6.56,0,0,0,0,2.73,0,2.19,1.09,0.55,1.09,0,9.29,3.28,0,0,0,0,0,0
