stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,12.26,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,16.35,16.35,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,7.49,3.21,0,0,0,0,0,0,0,0,0,0,0,9.63,8.56,0,3.21,0,5.35,1.07,0,7.49,2.14,2.14,0,0,13.91,0,0,0,1.07,0,0,0
21Day,2.68,1.34,0,34.8,0,1.34,0,2.68,0,2.68,0,0,0,4.02,2.68,0,4.02,8.03,2.68,16.06,0,0,1.34,0,5.35,4.02,1.34,0,0,6.69,1.34,0,0,0,0,0,2.68
3Month,0.64,2.24,0.64,22.72,0.96,0,0.32,0,6.4,22.72,0,0,117.42,26.88,0.32,14.72,3.52,8,7.68,8,1.6,0.96,4.48,2.56,0,0,6.08,0.32,0,0.96,3.84,3.52,0.64,0.32,2.24,176.61,5.44
22Month,0,5.47,1.09,19.13,0,0,1.64,0.55,10.93,69.97,14.21,0,243.26,26.79,1.09,19.13,4.37,1.64,9.84,9.29,0,9.29,3.28,0,0,0,6.01,0,0.55,0,1.64,1.64,2.73,0,0,0,7.65
