stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,24.52,4.09,0,0,0,0,0,0,0,0,0,0,0,0,20.43,24.52,0,0,0,0,4.09,138.94,0,0,0,4.09,0,0,0,0,4.09,0,0,0
72hpf,9.63,1.07,0,9.63,0,0,0,0,0,0,0,0,0,2.14,0,5.35,10.7,3.21,10.7,0,3.21,0,0,17.12,21.4,0,0,0,11.77,0,0,3.21,0,2.14,0,0,0
21Day,12.05,1.34,2.68,30.79,0,8.03,0,4.02,1.34,0,0,4.02,0,9.37,5.35,5.35,14.72,4.02,9.37,0,1.34,2.68,0,12.05,8.03,1.34,0,0,5.35,1.34,0,1.34,0,1.34,0,0,5.35
3Month,0.64,3.52,6.4,56.31,0.64,0,2.88,0.96,10.24,17.6,0,310.35,13.12,3.52,70.39,16,22.72,16.96,24,5.44,1.28,5.44,12.16,2.24,0.32,2.88,1.6,0,2.24,9.28,10.88,1.6,0,0.64,6.72,3.52,15.04
22Month,0.55,15.31,10.39,30.07,0.55,0,1.64,0.55,11.48,30.07,15.31,522.06,4.37,6.56,83.09,2.73,5.47,25.69,19.13,0.55,25.69,12.03,0.55,2.73,0,5.47,2.19,1.09,0,1.64,4.37,1.64,0.55,0,1.64,0,6.56
