stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,8.56,6.42,0,0,0,2.14,0,0,0,5.35,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,1.34,0,0,5.35,0,4.02,4.02,0,0,0,0,1.34,0,0,4.02,0,0,0,0,0
3Month,4.48,21.44,18.88,182.69,1.6,8.32,1.28,0.32,19.2,79.67,1.28,0,392.58,105.26,6.4,119.02,18.24,73.27,37.43,94.39,27.84,5.44,24.64,13.76,10.24,3.84,13.44,9.92,0,6.4,40.63,0.32,47.67,7.36,0,3.2,25.92,26.88,70.39
22Month,2.73,56.85,26.24,110.97,0,14.21,2.73,0.55,14.21,114.25,59.59,0,986.16,35.53,16.95,133.38,4.92,19.68,43.19,110.97,5.47,42.09,29.52,4.92,23.51,3.28,4.37,19.68,8.2,6.01,4.37,0,2.19,16.4,10.39,2.19,3.83,0,45.92
