stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,28.6,12.26,0,12.26,8.17,4.09,0,0,0,0,0,0,0,0,4.09,4.09,20.43,138.94,0,0,0,0,32.69,633.39,4.09,0,8.17,0,0,0,0,0,4.09,0,0
72hpf,0,4.28,0,2.14,6.42,4.28,0,0,0,0,0,0,0,0,10.7,14.98,2.14,19.26,0,1.07,0,0,88.79,73.82,0,0,9.63,5.35,0,5.35,0,1.07,2.14,0,0
21Day,25.43,5.35,2.68,64.25,0,16.06,6.69,2.68,6.69,0,2.68,0,14.72,0,8.03,22.76,13.39,61.57,0,0,4.02,2.68,76.3,64.25,0,4.02,25.43,5.35,0,13.39,1.34,2.68,1.34,0,2.68
3Month,0,0.32,0,8.96,0,0,0,0.96,1.28,0,3.2,0,0.32,1.28,1.28,2.56,1.28,1.28,0.64,0,0,0.32,0.32,0.32,0,0,0,0.64,4.48,0,0,0,0,0.96,0.64
22Month,0,0,0,2.19,0,0,0.55,0,2.73,1.64,8.75,2.19,1.64,1.09,0,0,2.19,2.19,0,0.55,0,0,0,0,0,0,0,0.55,0.55,0,0,0,0,0,1.09
