stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,73.56,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,23.54,1.07,13.91,10.7,19.26,0,1.07,0,0,0,0,0,0,1.07,0,5.35,19.26,3.21,11.77,0,0,1.07,1975.9,127.31,0,43.86,29.95,0,0,103.77,1.07,0,6.42,0,0,0
21Day,6.69,1.34,17.4,1.34,10.71,0,2.68,0,0,2.68,2.68,5.35,0,8.03,1.34,1.34,5.35,0,20.08,0,0,6.69,479.19,88.34,1.34,16.06,8.03,14.72,1.34,32.12,0,2.68,0,0,0,2.68
3Month,0.32,6.4,5.44,0.32,0,0.32,0.32,0,0.64,1.6,0.64,5.12,1.6,1.28,3.84,0.32,1.6,1.6,10.88,1.28,0,0.96,2.56,0.32,2.88,1.92,0,0.32,27.84,3.52,0,0,0.32,0.64,2.56,0.32
22Month,0.55,8.75,8.2,0.55,0,0,0,0.55,1.09,2.19,12.03,38.27,1.09,3.83,3.83,0,0,3.28,20.77,0,0.55,0,6.01,0.55,3.83,3.83,0,0,10.93,7.11,0,0,0,0,0,0.55
