stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,36.78,0,0,4.09,0,0,0,0,0,0,4.09,0,183.89,0,0,0,0,12.26,49.04,12.26,44.95,0,0,0,4.09,32.69,445.42,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,23.54,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,4.28,42.79,0,13.91,0,1.07,0,0,102.7,86.65,2.14,0,8.56,0,0,0,9.63,1.07,0,2.14,0,0,0
21Day,4.02,2.68,1.34,74.96,1.34,6.69,0,2.68,0,1.34,0,0,0,0,0,1.34,0,2.68,72.28,1.34,12.05,0,0,1.34,0,57.56,24.09,1.34,1.34,8.03,1.34,0,2.68,2.68,0,1.34,2.68,0,0,1.34
3Month,0.32,2.24,0.32,32.95,0.32,0,0.32,1.6,0.32,1.6,7.36,0,0,66.55,193.57,0,7.04,3.84,6.4,23.04,9.92,2.24,0.32,6.08,1.92,3.84,1.6,0.96,0,0.64,2.24,0.32,70.71,0.64,0,0,0.64,1.92,8.32,15.68
22Month,0,1.64,0.55,10.93,1.09,0,0,0.55,0,1.64,5.47,2.19,0,71.07,37.17,0,8.2,2.73,1.64,18.04,7.65,0.55,2.73,4.92,0,1.09,1.09,2.19,1.64,1.09,0.55,0,67.79,0.55,0.55,0,0,0,0,2.19
