stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,4.09,0,0,0,32.69,12.26,269.7,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,0,7.49,4.28,13.91,0,0,0,0,0,0,0,0,1.07,0,3.21,13.91,0,29.95,0,1.07,0,0,1371.47,127.31,1.07,114.47,52.42,0,0,266.38,5.35,0,3.21,0,0,0
21Day,12.05,0,21.42,5.35,12.05,0,2.68,0,0,0,1.34,4.02,2.68,9.37,2.68,0,18.74,5.35,44.17,0,0,4.02,0,535.41,61.57,0,49.53,49.53,18.74,0,174.01,12.05,5.35,1.34,0,0,5.35
3Month,0.32,2.56,8.64,0.64,0,0,0.32,1.6,0.32,1.92,0,4.48,2.88,0.32,3.52,0.96,0.64,0.64,7.36,3.52,0,1.6,0.32,5.44,1.6,1.28,5.76,0.32,0.32,8.64,5.44,0.32,0,0.96,0.64,5.12,0.32
22Month,0,3.28,10.39,0,0,0.55,0,0,0.55,2.73,2.19,37.17,1.64,4.37,4.37,0.55,1.09,2.19,22.96,0.55,1.09,2.19,0,8.2,2.73,0.55,8.2,0,0,12.03,12.03,2.19,0,1.64,0,0,1.09
