stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,118.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,14.98,3.21,1.07,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,1.07,0,1.07,0,0,0,3.21,0,0,0,0,0,0,0
21Day,0,0,0,34.8,0,0,0,0,0,0,0,0,0,8.03,2.68,0,12.05,46.85,68.27,0,0,0,0,4.02,1.34,0,0,151.25,8.03,4.02,1.34,0,0,0,33.46
3Month,2.56,3.2,2.56,66.23,0.64,0,7.68,0.32,5.76,12.48,0,50.87,24,5.76,17.6,3.2,32.63,220.77,1532.56,9.28,0,20.8,5.12,3.2,0.64,0.96,2.88,19.84,23.04,116.78,0,0.32,52.47,30.72,83.51
22Month,0,3.83,0.55,28.97,0.55,0,0,1.09,0.55,6.56,12.57,19.13,1.09,80.36,5.47,0,9.29,85.82,143.77,0,0.55,0,0,0,0,0,0.55,2.73,0.55,39.91,0,1.09,0.55,0,36.63
