stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,375.95,0,12.26,85.81,0,40.86,0,0,0,0,0,0,0,0,0,12.26,61.3,0,0,0,0,8.17,335.09,0,0,0,16.35,0,0,0,0,0,0,0,0,0
72hpf,5.35,719.97,0,14.98,37.44,0,0,0,0,0,0,0,0,0,1.07,22.47,0,67.4,0,0,0,0,200.05,35.3,0,0,0,1668.87,0,1.07,7.49,0,2.14,6.42,0,0,0
21Day,8.03,167.32,0,9.37,28.11,0,34.8,0,1.34,0,2.68,0,6.69,2.68,1.34,4.02,5.35,29.45,0,0,2.68,0,58.9,8.03,0,1.34,0,2665.02,29.45,5.35,0,4.02,4.02,0,0,1.34,2.68
3Month,0,210.85,0.96,7.04,0,2.56,3.52,2.24,1.6,0,11.2,12.8,0,3.52,0.96,3.2,1.6,6.72,1.28,0.32,0.32,1.92,1.28,0.32,0.64,0.64,0,0,3.84,85.43,0,0,0,0.32,1.28,98.86,2.88
22Month,0.55,367.9,0.55,2.73,0,3.83,10.93,2.19,6.01,0.55,37.72,2.19,0.55,3.28,0,0,5.47,7.11,0.55,1.64,2.19,0.55,1.09,0,1.09,0.55,0.55,0,0.55,56.85,0,0,0,0,0.55,0,1.09
