stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0,8.17,4.09,4.09,44.95,0,0,0,16.35,220.67,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,3.21,0,3.21,1.07,1.07,0,1.07,0,0,0,0,0,0,0,1.07,8.56,3.21,17.12,0,1.07,0,25.67,18.19,0,5.35,0,1.07,2.14,0,1.07,0,0,0
21Day,2.68,2.68,1.34,12.05,0,6.69,0,5.35,0,0,0,0,0,1.34,0,0,1.34,2.68,17.4,0,0,0,5.35,8.03,0,0,0,0,0,1.34,0,0,0,0
3Month,0.32,0.32,0.32,6.4,0,0,0,0.32,0.96,1.6,0,4.48,1.92,0.96,2.88,0.64,1.28,5.44,2.56,0.96,1.6,1.28,0,0,0.32,0,0,7.04,0.32,0,0,0,7.04,3.84
22Month,0,0.55,0,1.09,0,0,0.55,0,0.55,0.55,2.19,18.04,1.64,1.09,0.55,0,0,2.19,0.55,0,0.55,0,0,0,0,0,0.55,0.55,0,0,0,0.55,0,0.55
