stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,12.26,65.38,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,3.21,1.07,0,0,0,0,0,0,0,0,0,0,0,0,8.56,0,12.84,0,0,0,21.4,12.84,1.07,0,13.91,0,0,3.21,2.14,0,0,0
21Day,6.69,0,1.34,13.39,0,2.68,0,1.34,0,0,2.68,0,0,0,1.34,1.34,1.34,6.69,2.68,17.4,0,5.35,0,12.05,4.02,0,1.34,8.03,2.68,0,5.35,0,2.68,0,0
3Month,0.32,2.88,0.64,12.48,0.32,0,0.32,0,0.32,1.28,1.92,0,15.04,3.52,0.32,4.8,1.92,3.84,1.6,6.72,0,3.84,0.32,0,0,0.96,0,1.28,0.32,6.4,0,0,7.36,0.96,2.56
22Month,0,2.19,0.55,6.56,0.55,0,0,0,0,1.64,3.28,1.64,68.33,0.55,0,2.73,0.55,1.09,4.37,4.92,1.09,0,0,0,0,0.55,0.55,0,0,1.64,0,0,0,0,0
