stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,49.04,4.09,0,49.04,0,0,0,0,0,0,0,0,12.26,0,0,0,0,12.26,24.52,53.12,57.21,0,0,0,0,36.78,400.47,0,0,0,8.17,0,0,0,0,0,12.26,0,0,0
72hpf,14.98,3.21,0,25.67,6.42,18.19,0,2.14,0,0,1.07,0,0,0,0,1.07,0,17.12,50.28,12.84,47.07,0,5.35,1.07,1.07,139.07,80.23,1.07,2.14,0,44.93,3.21,0,5.35,3.21,2.14,4.28,0,0,0
21Day,20.08,4.02,1.34,66.93,1.34,21.42,0,22.76,0,0,2.68,0,0,0,2.68,22.76,1.34,6.69,46.85,21.42,50.86,0,0,6.69,0,33.46,26.77,4.02,1.34,0,26.77,12.05,0,2.68,1.34,1.34,2.68,0,0,14.72
3Month,0.32,9.28,3.84,147.18,0.64,0,1.28,1.92,0,12.16,58.23,0.64,0,71.03,58.23,3.2,48.63,10.56,72.95,52.79,31.04,7.68,0,10.88,6.08,4.16,1.92,5.44,1.6,0,1.28,4.8,54.07,1.6,0,0,0.64,7.68,24,24.64
22Month,0.55,32.8,6.01,49.2,0,0,2.73,2.73,0.55,12.03,98.94,39.36,0,162.36,18.59,10.39,30.61,3.83,24.05,71.07,39.91,0.55,7.11,3.83,0.55,4.92,1.64,4.92,4.37,0.55,0,0,6.56,9.84,2.73,0,2.19,0,0,14.21
