stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,36.78,0,4.09,12.26,0,0,0,16.35,4.09,179.8,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,12.84,19.26,0,0,1.07,0,0,0,1.07,0,0,0,4.28,5.35,0,3.21,0,1.07,0,3.21,36.37,25.67,0,1.07,6.42,0,0,17.12,0,0,0,0,0
21Day,0,0,0,2.68,13.39,2.68,0,0,0,0,0,0,0,0,0,1.34,4.02,0,5.35,0,0,2.68,0,13.39,1.34,1.34,0,5.35,0,5.35,2.68,1.34,0,0,0,0
3Month,0,1.6,0.96,137.26,4.16,0,0.32,0.64,1.92,2.88,0,30.4,5.44,0.96,9.28,28.48,7.36,1.92,4.48,5.44,0.64,1.28,5.12,19.2,1.6,9.6,0.32,0.32,2.56,60.47,0.32,0,0.96,0.64,729.48,6.08
22Month,0,3.28,0,112.61,1.64,0,0.55,0,0.55,5.47,0.55,70.52,0.55,0,9.29,4.92,1.09,1.09,4.92,0,2.73,1.09,2.73,8.2,1.64,2.19,0.55,2.19,0,36.08,1.64,0,0,0,5.47,2.19
