stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,4.09,0,0,0,0,0,0,0,4.09,16.35,32.69,4.09,0,0,0,0,4.09,40.86,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,14.98,0,9.63,4.28,2.14,0,2.14,0,8.56,0,0,0,5.35,0,3.21,85.58,44.93,3.21,0,1.07,0,0,50.28,9.63,1.07,1.07,0,3.21,0,0,0,0,0,0,0,0,0
21Day,1.34,2.68,0,99.05,1.34,17.4,0,8.03,0,6.69,0,2.68,33.46,127.16,4.02,1.34,89.68,141.88,12.05,0,0,8.03,0,26.77,6.69,0,1.34,0,2.68,17.4,0,0,0,1.34,0,0,0,195.43
3Month,0.32,7.68,3.2,277.72,1.6,0,3.84,1.28,25.92,150.7,0.64,79.35,372.1,13.44,36.79,5.76,67.19,328.91,39.67,7.68,0,33.27,10.24,3.52,0.64,6.72,0.32,0,0.96,9.92,1.6,75.19,0.32,0,0.32,6.4,13.76,313.55
22Month,1.09,20.23,6.56,144.86,1.09,0,6.56,5.47,26.79,595.31,16.4,164.54,212.65,18.59,38.81,3.83,26.79,458.64,53.57,0,3.28,13.67,2.19,2.19,0,4.92,2.19,0.55,0,1.64,0,33.35,1.09,0.55,0,1.64,0,119.72
