stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,36.78,0,4.09,0,0,0,0,0,0,0,0,0,4.09,12.26,8.17,44.95,0,0,0,0,20.43,339.17,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,6.42,5.35,0,26.74,1.07,3.21,0,1.07,0,0,0,0,0,3.21,0,8.56,40.65,0,53.49,0,0,3.21,0,93.07,82.37,1.07,0,0,34.23,2.14,0,19.26,0,4.28,0,0,0
21Day,37.48,8.03,4.02,140.55,4.02,24.09,0,9.37,2.68,0,0,2.68,0,9.37,2.68,9.37,41.49,14.72,93.7,0,0,8.03,0,70.94,91.02,5.35,1.34,0,30.79,5.35,0,10.71,2.68,4.02,0,0,4.02
3Month,0.96,6.08,2.88,103.66,0.64,0,0,1.92,16.64,23.04,0,43.19,30.72,2.88,45.43,10.88,39.67,16,25.28,2.88,0,25.28,8,5.76,0.96,6.08,0.96,0,1.28,1.92,24.32,0.64,0,0.32,7.36,5.12,23.36
22Month,0,10.93,2.73,41,0,0,0.55,1.09,10.93,48.11,19.13,149.24,10.39,5.47,44.83,1.09,13.12,19.68,13.67,0,3.28,10.39,0.55,4.37,1.64,3.28,1.64,0.55,0.55,1.64,6.01,4.92,0,0,0,0,10.93
