stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,4.09,0,0,0,0,114.42,69.47,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,7.49,1.07,0,3.21,2.14,6.42,0,0,0,0,0,0,0,0,0,1.07,9.63,1.07,2.14,0,0,1.07,0,566.99,18.19,0,0,4.28,0,0,4.28,0,0,0,0,0
21Day,2.68,0,0,13.39,0,9.37,2.68,0,0,0,0,6.69,4.02,4.02,0,0,14.72,4.02,10.71,0,0,4.02,0,303.85,4.02,1.34,2.68,8.03,10.71,1.34,1.34,1.34,2.68,0,0,2.68
3Month,0,0.64,0.32,9.28,0,0,0.32,0,0.96,1.92,0,10.88,0.96,0.64,3.84,0.96,2.24,6.08,2.88,1.6,0,0,0.64,27.2,0,2.56,0.96,0.64,0,4.16,0.32,0.32,0,0.64,1.28,3.2
22Month,0,0.55,0,3.28,0,0,0,0.55,0.55,2.73,0.55,24.6,1.09,0,6.01,0,0.55,8.75,6.56,0,1.09,0.55,0,33.89,0.55,2.73,0.55,0,0,3.83,1.64,0.55,0,0,0,2.73
