stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,4.09,0,0,0,0,0,0,0,0,0,36.78,0,0,24.52,0,0,0,12.26,8.17,294.22,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,9.63,16.05,1.07,0,0,0,0,0,0,0,0,5.35,6.42,0,6.42,0,0,0,1.07,10.7,33.16,0,0,2.14,0,0,19.26,0,1.07,0,0,0
21Day,2.68,0,0,8.03,17.4,2.68,0,0,0,0,0,0,1.34,0,1.34,1.34,1.34,0,0,0,0,0,2.68,14.72,0,0,0,0,1.34,2.68,0,0,0,0,1.34
3Month,0.64,2.24,0.64,55.99,1.28,0,0,2.88,12.8,0,21.76,4.48,0.32,8.32,8.64,3.2,4.48,4.48,2.56,0.64,0.96,1.6,2.56,0.32,0.96,0.64,0.32,1.28,9.6,0,0,0.32,2.24,451.13,6.4
22Month,0.55,1.64,0,32.8,0,0,0.55,1.09,15.31,2.73,47.01,1.09,0,7.65,1.09,1.09,1.64,2.73,0,1.64,0,0,1.09,0.55,1.64,0.55,0,0,3.83,0,0.55,0,0,2.19,6.56
