stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,36.78,4.09,0,0,0,0,0,0,0,0,0,0,20.43,0,24.52,8.17,0,0,0,8.17,8.17,363.69,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,11.77,1.07,0,25.67,29.95,3.21,0,0,0,3.21,0,0,0,0,0,7.49,23.54,10.7,19.26,0,1.07,0,6.42,53.49,33.16,1.07,0,7.49,1.07,0,1.07,32.09,1.07,0,2.14,0,0,0
21Day,0,0,0,14.72,5.35,5.35,0,0,2.68,6.69,0,2.68,1.34,0,1.34,4.02,6.69,4.02,21.42,0,0,1.34,0,24.09,17.4,1.34,0,6.69,2.68,0,0,6.69,0,2.68,1.34,0,0,1.34
3Month,1.28,1.28,2.88,202.21,3.52,0,1.92,0.64,8.96,16,0,51.83,10.24,2.56,14.08,34.55,7.04,20.16,6.72,0.96,0,8,8,20.48,0.32,13.44,2.56,1.28,6.08,0.32,42.55,0.96,0,0,1.6,3.2,1572.87,5.44
22Month,0,1.09,0,158.53,1.64,0,0.55,0,2.19,21.87,2.19,37.17,8.75,6.01,7.65,5.47,0.55,26.24,19.13,0,2.19,3.83,1.64,7.11,0,6.01,0.55,1.09,0,0,43.73,1.64,0,0,0,1.09,12.57,1.64
