stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Primordial_germ_cell,Radial_glia,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,32.69,0,0,0,0,0
72hpf,1.07,2.14,1.07,3.21,1.07,0,0,0,1.07,0,1.07,1.07,0,1.07,0,0,0,5.35,14.98,1.07,0,0,11.77,0
21Day,0,0,2.68,0,0,0,1.34,0,0,0,0,0,1.34,5.35,0,1.34,0,4.02,1.34,0,1.34,0,2.68,1.34
3Month,0,0,1.28,0,0,0.32,0.64,0.64,0.32,0.96,0,0.64,0.96,0.32,0,0,0.32,0,0,0,0,0.32,0,0.64
22Month,0,0,0,0,0,1.64,1.64,0,0,0,0,0,0,0.55,0.55,0,0,0,0,0,0,0,0,0
