stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,1.07,0,0,0,0,0,0,0,16.05,2.14,0,2.14,0,1.07,0,3.21,8.56,9.63,0,0,1.07,0,0,0,0,4.28,0,0,0
21Day,1.34,0,0,5.35,1.34,0,13.39,0,0,0,1.34,0,1.34,4.02,1.34,0,1.34,2.68,0,0,0,2.68,6.69,4.02,0,0,1.34,5.35,0,0,1.34,1.34,0,0,0
3Month,0.32,1.28,0.64,14.4,0,1.92,1.92,1.6,1.6,0,42.55,1.28,0.96,106.86,2.56,0.32,1.28,1.92,0.32,0.32,1.6,11.84,1.28,0,1.28,0.32,0.32,2.56,59.83,0,0.32,2.56,1.92,126.38,1.28
22Month,0.55,0.55,2.19,7.11,0,1.09,2.73,1.64,1.64,2.19,190.24,1.09,1.09,104.96,0.55,0,1.64,1.09,0,2.73,1.09,0,1.09,0,0,2.73,0,0.55,9.29,0.55,0,1.09,0,1.09,0
