stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,57.21,8.17,0,192.06,12.26,0,0,0,0,0,0,0,0,0,4.09,8.17,4.09,44.95,85.81,0,0,4.09,85.81,5827.21,0,0,0,0,0,0,12.26,0,0,8.17,0,0,0
72hpf,25.67,2.14,0,43.86,36.37,18.19,0,0,0,0,0,1.07,0,3.21,0,6.42,101.63,2.14,82.37,2.14,6.42,0,1424.96,1099.75,2.14,16.05,0,36.37,0,0,314.52,2.14,2.14,13.91,0,0,0
21Day,6.69,0,1.34,96.37,12.05,9.37,0,2.68,0,0,0,2.68,0,8.03,5.35,4.02,13.39,2.68,50.86,0,0,0,341.33,287.78,4.02,4.02,0,5.35,12.05,2.68,74.96,1.34,1.34,5.35,0,0,4.02
3Month,0,0.32,0,44.15,3.52,0,0.64,0,1.28,0.64,0,6.4,1.6,0,3.84,0.96,9.92,1.28,31.36,0,1.6,0,1.28,8.32,6.08,0.96,0,0.32,0.32,3.84,0.96,0,0,0,0.64,0.32,0.96
22Month,0,1.64,0,18.04,9.29,0,0.55,0,1.09,3.28,1.09,22.41,1.09,0,1.09,0,4.37,0.55,57.4,0.55,0.55,0,4.37,4.37,7.65,4.92,0.55,0.55,0,6.01,4.92,0,0,0,0,0,1.09
