stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,1.07,7.49,1.07,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,21.42,1.34,0,0,0,0,0,0,0,8.03,1.34,0,0,10.71,5.35,0,0,0,0,8.03,10.71,0,0,0,2.68,0,0,0,1.34,0,0,8.03
3Month,0.32,0.64,50.23,0,0.64,0,3.52,2.24,0,41.91,1.6,0.96,2.24,1.28,9.6,15.36,3.2,0.96,0,0.96,1.28,0,0,0.32,0,0,0.32,2.24,2.24,0,0,0.96,3.52,2.24
22Month,7.11,5.47,22.41,0,2.19,1.09,7.65,8.75,1.64,71.61,3.83,15.85,11.48,1.09,4.37,560.87,9.29,0,3.28,1.64,0,1.09,1.64,2.19,1.09,0.55,0.55,6.56,7.11,2.19,1.64,0,0,20.23
