stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,8.17,57.21,0,0,0,0,0,12.26,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,0,12.84,0,0,0,0,0,0,0,0,4.28,3.21,0,41.72,0,1.07,0,0,4.28,1.07,1.07,0,0,21.4,0,0,1.07,0,0,0,0,0
21Day,4.02,0,26.77,42.83,21.42,0,1.34,1.34,0,0,0,4.02,21.42,0,4.02,0,8.03,0,0,0,0,4.02,4.02,1.34,0,0,8.03,8.03,0,1.34,0,1.34,0,0,4.02
3Month,0.64,54.71,53.11,457.85,0,4.16,50.23,7.68,0,39.99,13.76,0.32,1160.78,2.88,21.44,4.8,19.2,1.92,0,3.84,1.6,2.88,0,27.84,1.6,0,1.28,8,8.96,0.64,0,0,8.32,6.72,9.28
22Month,1.09,42.09,41.55,115.89,0,0.55,43.19,5.47,7.11,131.74,4.37,4.37,2280.64,0.55,5.47,5.47,9.29,0,5.47,1.09,0,1.64,0,64.51,2.19,1.64,0.55,1.64,6.01,0.55,0.55,0,0,0,4.92
