stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,16.35,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.64,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,3.21,0,0,0,0,0,0,0,0,0,1.07,0,2.14,11.77,0,9.63,0,0,1.07,0,73.82,14.98,0,0,0,10.7,1.07,0,2.14,0,0,1.07,0,0,0
21Day,1.34,4.02,0,34.8,0,2.68,2.68,0,0,0,0,0,0,1.34,0,1.34,10.71,2.68,21.42,0,0,2.68,0,52.2,8.03,1.34,0,0,12.05,5.35,0,5.35,0,4.02,1.34,0,0,4.02
3Month,0,3.52,0.64,31.36,0,0,0,0.32,1.28,4.16,0,11.2,3.52,0.32,2.56,0.32,8.64,6.72,6.08,2.24,0,0.64,1.6,4.8,0,0.64,0,0,0.64,3.84,4.48,0.64,0.32,0,0,2.24,4.8,4.8
22Month,0,6.56,2.73,14.76,0,0,0,0.55,1.64,17.49,13.67,99.49,7.11,3.28,19.68,1.64,7.65,14.76,10.93,0,7.11,1.64,0,5.47,0,4.37,0.55,0.55,1.64,1.64,0.55,2.19,0,0,0.55,0,0,10.39
