stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,1.07,0,1.07,13.91,4.28,0,0,0,0,0,0,0,0,0,0,12.84,0,3.21,0,0,0,832.3,16.05,5.35,0,16.05,0,0,13.91,0,5.35,1.07,0,0,0
21Day,6.69,0,0,17.4,26.77,10.71,0,0,0,0,0,1.34,0,2.68,1.34,1.34,1.34,4.02,10.71,0,5.35,0,516.67,12.05,4.02,2.68,6.69,14.72,0,9.37,12.05,46.85,2.68,0,0,2.68
3Month,0.32,0,0,13.12,8,0,0.64,0,0.96,0.64,0.96,8.96,1.92,0.64,2.88,0,4.48,0.64,3.52,0.64,0.96,0.64,20.8,0.96,25.92,0.32,0,0.64,20.8,30.4,0,0.32,0,0.96,3.84,1.28
22Month,0,0,0.55,15.85,3.83,0,0.55,0.55,1.09,5.47,1.64,24.6,2.73,0,4.37,0.55,4.37,2.73,3.83,0,0.55,0.55,32.25,1.09,36.63,1.09,0,0.55,22.96,107.14,2.73,0.55,1.09,0.55,0,1.64
