stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,6.42,0,5.35,0,2.14,0,0,14.98,4.28,0,1.07,4.28,0,0,2.14,1.07,0,0,0,0
21Day,0,0,0,10.71,1.34,17.4,0,9.37,0,1.34,0,0,0,0,2.68,0,1.34,0,1.34,10.71,0,0,0,0,2.68,2.68,1.34,0,2.68,1.34,0,4.02,0,0,0,0,0
3Month,0,3.84,0.32,27.84,0,0,0.64,0.32,0.32,0.64,11.52,0,21.44,3.84,2.56,5.12,2.56,8.64,10.24,16,4.8,0,2.24,0.96,1.92,0.32,0.96,4.8,0.32,1.6,94.39,3.2,0,0.32,4.48,39.35,5.44
22Month,0,9.84,0.55,7.65,0,0,1.09,0.55,0,2.19,9.84,0.55,31.71,2.19,5.47,4.37,0,2.73,10.93,14.21,0.55,1.64,1.64,0,1.09,0.55,1.09,5.47,1.09,0.55,13.12,7.11,0.55,0,1.09,0,2.73
