stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,12.26,0,0,0,0,4.09,216.58,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,6.42,1.07,2.14,0,0,0,0,0,0,0,0,0,2.14,7.49,0,11.77,0,0,0,0,161.54,56.7,0,1.07,0,5.35,0,0,8.56,2.14,1.07,1.07,0,0,0
21Day,1.34,0,1.34,8.03,0,1.34,0,0,0,0,0,1.34,0,1.34,1.34,1.34,0,0,18.74,0,0,5.35,0,57.56,13.39,0,0,0,10.71,2.68,9.37,2.68,1.34,2.68,0,0,0,1.34
3Month,0,0.32,0.32,9.92,0,0,0.32,0.32,0.96,1.28,0,8.32,1.28,0.32,2.88,9.6,0.96,0.32,2.24,0.64,0,0.64,0.32,5.76,0,0.96,0.32,0,0,0.32,39.35,0.64,0,0,0,0.96,26.56,0.64
22Month,0.55,1.09,0,6.56,0,0,0.55,0,2.19,2.19,2.73,97.85,0.55,0,3.83,1.09,0,2.19,1.64,0,5.47,0,0,10.39,0.55,0.55,1.64,0.55,0,0,34.99,1.64,1.09,0,0,0,0.55,0.55
