stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,8.17,0,53.12,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,106.25,0,0,4.09,24.52,755.98,0,0,4.09,0,0,0,0,4.09,0,0,0
72hpf,6.42,1.07,0,5.35,2.14,2.14,0,0,0,0,0,0,0,0,0,8.56,1.07,27.81,0,0,0,124.1,49.21,0,1.07,20.33,0,0,2.14,1.07,0,0,0,0
21Day,5.35,0,0,5.35,1.34,4.02,6.69,0,0,0,0,1.34,2.68,1.34,0,1.34,0,29.45,0,2.68,0,20.08,10.71,0,0,9.37,1.34,0,1.34,1.34,2.68,0,0,2.68
3Month,0,1.28,0,5.44,0,0,0,0.32,2.24,0,3.52,1.28,0.64,0.64,0.64,2.24,0.64,8.32,1.28,0,0,0.96,0.32,0.64,0.64,0.64,0.32,25.6,0,0,0,1.6,4.48,0.96
22Month,0,0.55,0.55,1.09,0,0,0,0,0.55,1.09,0.55,0,0.55,0,0,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
