stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,36.78,28.6,0,106.25,8.17,0,0,0,0,0,0,4.09,0,0,0,0,8.17,102.16,175.72,416.81,0,0,0,4.09,40.86,3350.85,0,0,0,85.81,0,0,0,0,12.26,0,0,0
72hpf,50.28,17.12,0,68.47,10.7,36.37,0,7.49,0,0,0,0,0,0,20.33,0,38.51,79.16,20.33,287.77,0,19.26,3.21,2.14,436.47,1296.59,1.07,1.07,0,144.42,9.63,4.28,62.05,2.14,7.49,0,0,0
21Day,78.97,5.35,4.02,163.3,6.69,243.61,0,101.73,0,10.71,0,0,1.34,5.35,144.56,1.34,6.69,24.09,49.53,278.41,0,0,16.06,0,107.08,410.93,0,1.34,0,85.67,30.79,5.35,60.23,5.35,2.68,0,0,66.93
3Month,0.64,3.2,3.2,82.23,0,0,2.24,8,8.32,52.79,0,0,39.67,25.28,16.96,33.59,2.24,13.44,39.35,18.88,4.16,0,3.84,2.24,3.2,7.36,1.28,1.28,0,0.64,6.72,569.83,0.64,0,0.64,8.96,72.31,58.55
22Month,0,2.19,4.37,44.83,0,0,5.47,10.93,3.28,119.17,4.37,0,61.23,13.67,64.51,43.73,0.55,4.37,86.37,18.04,0.55,3.83,4.37,0,0.55,3.83,1.64,0.55,7.11,0.55,1.09,167.28,0.55,0,1.09,0.55,0.55,26.79
