stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,56.7,16.05,2.14,3.21,0,0,7.49,0,230.01,4.28,0,0,2.14,0,0,2.14,0,0,0,0,0
21Day,4.02,0,0,24.09,1.34,8.03,0,0,1.34,0,0,0,1.34,0,101.73,24.09,0,9.37,0,0,54.88,0,194.09,5.35,0,0,2.68,9.37,0,2.68,4.02,1.34,0,0,0
3Month,0,0,0,7.04,0.32,0,0.32,0.32,0.64,0,9.92,0.96,0,2.56,83.83,1.28,2.24,8,0.96,0,0.32,0.32,40.95,0,11.52,0.32,0,1.28,3.52,0.32,0,0,0.64,0.32,0.32
22Month,0,2.73,1.64,8.75,0,0,0,0.55,3.28,1.64,37.72,1.09,0,1.64,23.51,0.55,1.64,1.64,0.55,2.19,0.55,0,22.41,0,12.57,0.55,0,0,7.11,3.83,0,0,0,0,0
